ingredients_string,name,url
"4 pounds russet potatoes, cut into 1/4-inch slices salt and ground black pepper to taste 6 tablespoons butter 6 tablespoons all-purpose flour 1 1/2 cups whole milk 1 cup heavy whipping cream 2 1/2 cups shredded mild Cheddar cheese 1 cup shredded Asiago cheese 1 sweet onion, sliced into rings 3/4 cup sliced green onions 1/3 cup shaved Parmesan cheese 7 buttery round crackers (such as Ritz(R)), crushed",Parmesan Crusted Au Gratin Potatoes And Onion,https://www.allrecipes.com/recipe/234645/parmesan-crusted-au-gratin-potatoes-and-onion/
"Sauce: 1/2 cup demi-glace 1 tablespoon Dijon mustard 2 teaspoons Worcestershire sauce 1 teaspoon tomato paste 1 pinch cayenne pepper Steaks: 2 teaspoons vegetable oil 2 (8 ounce) beef tenderloin steaks, fully trimmed, pounded to 1/2 inch thick Kosher salt and freshly ground black pepper, to taste 1 tablespoon unsalted butter, cut into small chunks 3 tablespoons shallot, minced 1/4 cup Cognac or brandy 1/4 cup heavy cream",Chef Johns Steak Diane,https://www.allrecipes.com/recipe/247365/chef-johns-steak-diane/
"1/4 cup almond paste 1/4 cup white sugar 3 tablespoons unsalted butter, softened 1 egg 1/4 teaspoon vanilla extract 1/4 teaspoon almond extract 2 tablespoons all-purpose flour 1 pinch salt 1 (17.25 ounce) package frozen puff pastry, thawed 1 dry kidney bean 1 egg, beaten",Galette Des Rois,https://www.allrecipes.com/recipe/80734/galette-des-rois/
"3 tablespoons fresh lemon juice 1 tablespoon olive oil Salt and pepper to taste 2 (6 ounce) skinless, boneless salmon fillets 3 egg yolks 1 tablespoon hot water 1 cup butter, cut into small pieces 2 tablespoons fresh lemon juice Salt and pepper to taste",Poached Salmon With Hollandaise Sauce,https://www.allrecipes.com/recipe/133137/poached-salmon-with-hollandaise-sauce/
"1 cup water 1/2 cup butter 1/4 teaspoon salt 1 cup all-purpose flour 4 eggs 1 (8 ounce) package cream cheese, softened 2 cups milk 1 (5 ounce) package instant vanilla pudding mix 1 (1 ounce) square unsweetened chocolate, chopped 1 tablespoon butter 1 cup confectioners' sugar",Eclairs I,https://www.allrecipes.com/recipe/19011/eclairs-i/
"1 medium (1 1/2 pound) cooked lobster 2 tablespoons butter 1 shallot, finely chopped 1 3/8 cups fresh fish stock 1/4 cup white wine 1/4 cup double cream 1/2 teaspoon hot English mustard 1 tablespoon fresh lemon juice 2 tablespoons chopped fresh parsley salt and freshly ground black pepper to taste",Lobster Thermidor,https://www.allrecipes.com/recipe/87386/lobster-thermidor/
1 (16 ounce) package frozen French fries 1 (10.25 ounce) can beef gravy,Poutine,https://www.allrecipes.com/recipe/76654/poutine/
"3/4 cup olive oil 2 onions, thinly sliced 2 leeks, sliced 3 tomatoes - peeled, seeded and chopped 4 cloves garlic, minced 1 sprig fennel leaf 1 sprig fresh thyme 1 bay leaf 1 teaspoon orange zest 3/4 pound mussels, cleaned and debearded 9 cups boiling water salt and pepper to taste 5 pounds sea bass 1 pinch saffron threads",Bouillabaisse,https://www.allrecipes.com/recipe/12832/bouillabaisse/
"1 cup white sugar 2 cups butter 1 cup water 1 teaspoon instant coffee granules (optional) 1 pound semisweet chocolate, chopped 8 eggs 1/2 cup heavy whipping cream 1 tablespoon confectioners' sugar",Chocolate Mousse Cake I,https://www.allrecipes.com/recipe/8157/chocolate-mousse-cake-i/
"1 cup sunflower seed oil 3/4 cup white wine vinegar 1 cup white sugar 1/2 cup ketchup 1/2 teaspoon salt 1/2 teaspoon ground black pepper 1/2 teaspoon cayenne pepper 1 tablespoon Worcestershire sauce 1 onion, minced",Frenchies Salad Dressing,https://www.allrecipes.com/recipe/15615/frenchies-salad-dressing/
"1 (.25 ounce) package active dry yeast 1 cup warm water (110 degrees F/45 degrees C) 3/4 cup evaporated milk 1 1/2 teaspoons salt 1/3 cup white sugar 1 egg 5 cups all-purpose flour, divided 1/4 cup butter, melted 1 cup butter, chilled and diced",Quick Butter Croissants,https://www.allrecipes.com/recipe/24017/quick-butter-croissants/
"4 ounces goat cheese, softened 1 teaspoon dried basil 4 (1/2 inch thick) slices crusty bread 1 tablespoon Dijon mustard 2 tablespoons balsamic vinegar salt and pepper to taste 1/4 cup olive oil 1 (15 ounce) can sliced beets, drained and diced 1 (10 ounce) package mixed salad greens with arugula 2 avocados - peeled, pitted and diced",Avocado Beet And Arugula Salad With Chevre Tartine,https://www.allrecipes.com/recipe/142770/avocado-beet-and-arugula-salad-with-chevre-tartine/
"2 tablespoons unsalted butter 1/2 cup diced shallots 1/2 pound white button mushrooms, sliced salt and freshly ground black pepper to taste 1 cup white wine 1 pound sea scallops 1/2 cup heavy whipping cream 1 egg yolk 1 pinch cayenne pepper, or to taste 2 teaspoons minced fresh tarragon 1 teaspoon lemon zest 4 large oven-safe scallop shells 1/4 cup shredded Gruyere cheese 1 pinch paprika",How To Make Coquilles Saint Jacques,https://www.allrecipes.com/recipe/235471/how-to-make-coquilles-saint-jacques/
cooking spray 1/2 cup (scant) white sugar 1 large egg 3 large egg yolks 1/4 teaspoon salt 1/4 cup white sugar 1/2 cup creme fraiche 1/2 cup whole milk 1 teaspoon vanilla extract,Chef Johns Creme Caramel,https://www.allrecipes.com/recipe/232062/chef-johns-creme-caramel/
2 tablespoons dried rosemary 1 tablespoon fennel seed 2 tablespoons dried savory 2 tablespoons dried thyme 2 tablespoons dried basil 2 tablespoons dried marjoram 2 tablespoons dried lavender flowers 2 tablespoons dried Italian parsley 1 tablespoon dried oregano 1 tablespoon dried tarragon,Herbs De Provence,https://www.allrecipes.com/recipe/223272/herbs-de-provence/
"1 recipe unsweetened pastry for a 9-inch single crust pie 1/2 cup grainy brown mustard 3 large ripe tomatoes, thinly sliced 6 slices Swiss cheese, about 1/4-inch thick 1 tablespoon olive oil, or as needed",Tarte Aux Moutarde French Tomato And Mustard Pie,https://www.allrecipes.com/recipe/218465/tarte-aux-moutarde-french-tomato-and-mustard-pie/
"2 tablespoons all-purpose flour 1 1/2 cups unsalted butter, at room temperature 4 cups all-purpose flour, divided 1/2 teaspoon salt 3 tablespoons sugar 2 (.25 ounce) packages active dry yeast 1/4 cup lukewarm water 1 cup milk 1/2 cup heavy cream 1 egg",Traditional Layered French Croissants,https://www.allrecipes.com/recipe/190997/traditional-layered-french-croissants/
1 1/2 tablespoons chopped shallot 1 bay leaf 6 black peppercorns 1/4 cup white wine vinegar 2 tablespoons dry white wine 1/4 cup heavy cream,Basic Beurre Blanc,https://www.allrecipes.com/recipe/145730/basic-beurre-blanc/
"3 tablespoons all-purpose flour 1 skinless, boneless chicken breast half 1 egg, beaten 1/2 cup grated Parmesan cheese salt and pepper to taste 1 1/2 cups heavy whipping cream 1/2 cup chopped green onions",Chicken Francese,https://www.allrecipes.com/recipe/8920/chicken-francese/
"1 tablespoon active dry yeast 1/3 cup warm water (110 degrees F) 3 1/2 cups all-purpose flour 1 tablespoon white sugar 1 teaspoon salt 4 eggs 1 cup butter, softened 1 egg yolk",Brioche,https://www.allrecipes.com/recipe/17486/brioche/
"1 cup all-purpose flour 1/2 teaspoon salt 1/2 teaspoon fresh ground black pepper 1/2 teaspoon dried thyme 1/2 teaspoon chili powder 1 pinch cayenne pepper 1 cup whole milk 1 stick butter (cut into 1/2 inch cubes) 6 large eggs (at room temperature) 1/2 cup grated Parmesan or Romano cheese 3/4 cup grated Gruyere cheese 1 ounce pepperoni, diced (optional) 2 tablespoons milk",Cheese Puffs Gougeres,https://www.allrecipes.com/recipe/154903/cheese-puffs-gougeres/
"3 tablespoons cracked pink peppercorns 3 tablespoons cracked green peppercorns 2 skinless, boneless chicken breast halves 1 cup heavy cream 1/2 cup butter, divided 1 clove garlic, pressed",Rosemary And Peppercorn Chicken,https://www.allrecipes.com/recipe/73662/rosemary-and-peppercorn-chicken/
"12 skinless, boneless chicken breast halves 1/4 cup butter, melted 1 tablespoon honey 2 tablespoons cooking oil 1 1/2 teaspoons garlic powder",El Grande Borezo Chicken,https://www.allrecipes.com/recipe/35380/el-grande-borezo-chicken/
"1/2 cup butter 2 onions, sliced 1 1/2 pounds calf's liver 1/2 teaspoon salt 1/8 teaspoon freshly ground black pepper 1 (8 ounce) can mushrooms, with liquid 2 cups sour cream",Company Liver With Onions,https://www.allrecipes.com/recipe/48896/company-liver-with-onions/
9 potatoes 1/2 cup vegetable oil 1/4 cup tarragon vinegar 1/4 cup beef consomme 1/4 cup chopped green onions 2 tablespoons chopped fresh parsley 1 teaspoon salt,French Potato Salad,https://www.allrecipes.com/recipe/14226/french-potato-salad/
"4 bone-in chicken breast halves, with skin 2 teaspoons salt 2 tablespoons butter 3 cloves garlic, chopped 3 tablespoons Dijon mustard 2 tablespoons white wine",Dijon Chicken,https://www.allrecipes.com/recipe/17397/dijon-chicken/
"3 small zucchini, coarsely chopped 1 onion, coarsely chopped 5 eggs 1/2 cup grated Parmesan cheese 1/2 cup crumbled reduced-fat feta cheese 1/2 teaspoon dried parsley 1/4 teaspoon salt 1 pinch ground black pepper 1 cup all-purpose flour 1 teaspoon baking powder 1 (8 ounce) package shredded fat-free mozzarella cheese",Zucchini Crustless Quiche,https://www.allrecipes.com/recipe/102811/zucchini-crustless-quiche/
"1/4 cup mayonnaise 2 tablespoons whole grain Dijon mustard 2 tablespoons chopped fresh dill 2 tablespoons chopped fresh tarragon 1 teaspoon lemon juice 1 teaspoon finely grated lemon zest 1 teaspoon minced garlic 1/2 teaspoon soy sauce Hot pepper sauce to taste Salt and white pepper to taste 2 (5 ounce) wild salmon fillets 8 slender asparagus spears, trimmed 1 teaspoon vegetable oil",Parchment Salmon Packages With Asparagus,https://www.allrecipes.com/recipe/132745/parchment-salmon-packages-with-asparagus/
"1 (4 ounce) bittersweet chocolate bar, chopped 1 1/2 (1 ounce) squares unsweetened chocolate, chopped 5 tablespoons unsalted butter 1 teaspoon ground cinnamon 1 1/2 teaspoons vanilla extract 2 eggs 1 egg yolk 3/4 cup white sugar 1/8 teaspoon salt 3 tablespoons organic all-purpose flour",Little French Fudge Cakes,https://www.allrecipes.com/recipe/218460/little-french-fudge-cakes/
"3 eggs, beaten 2 teaspoons white sugar 1 teaspoon milk 1 teaspoon ground cinnamon 1/4 teaspoon salt",Cinnamon Accented French Toast,https://www.allrecipes.com/recipe/222916/cinnamon-accented-french-toast/
1/2 cup water 1/4 cup butter 1 pinch salt 1/2 cup flour 2 large eggs 1 teaspoon fresh thyme leaves 1 teaspoon ground black pepper,Chef Johns Party Cheese Puffs,https://www.allrecipes.com/recipe/237641/chef-johns-party-cheese-puffs/
"1 pint fresh blueberries, rinsed and drained 3 eggs 1 egg yolk 1 cup white sugar 1 cup milk 1 teaspoon vanilla extract 3/4 cup all-purpose flour, sifted 1 pinch salt",Blueberry Clafouti,https://www.allrecipes.com/recipe/145227/blueberry-clafouti/
"12 egg whites 2 cups white sugar 1 teaspoon cream of tartar 2 cups chopped cashews, toasted 1 pound butter, softened 12 egg yolks 2 cups white sugar 1 cup water 2 tablespoons dark rum",Sans Rival,https://www.allrecipes.com/recipe/40601/sans-rival/
"3 tablespoons olive oil 1 1/2 pounds large shrimp (21-25 per pound), peeled and deveined 2 cups red peppers, diced 1 cup chopped onion 3 large cloves garlic, chopped 1/2 teaspoon fennel seeds 2 tablespoons chopped fresh thyme 1/2 cup dry white wine 2 tablespoons tomato paste 1 (14.5 ounce) can canned diced tomatoes 1/2 cup chopped fresh basil",Shrimp Provencal,https://www.allrecipes.com/recipe/52790/shrimp-provencal/
"1 French baguette, cut into 1/3 inch thick slices 1/4 cup butter, melted 4 ounces crumbled blue cheese 1/4 cup butter, softened salt and pepper to taste 1/2 cup chopped walnuts",Blue Cheese Walnut Toasts,https://www.allrecipes.com/recipe/77885/blue-cheese-walnut-toasts/
"1 tablespoon butter 1 (2 to 3 pound) whole chicken, cut into pieces 1 onion, chopped 5 carrots, chopped 6 potatoes, cubed 2 teaspoons dried savory salt to taste",Chicken Stew Fricot,https://www.allrecipes.com/recipe/12980/chicken-stew-fricot/
"3 cups water 1 pound chicken liver 1 onion, thinly sliced 1/4 cup chopped onion 3 tablespoons cooking sherry 3/4 cup butter, softened 1/4 teaspoon salt 1/4 teaspoon ground black pepper",Liver Pate,https://www.allrecipes.com/recipe/14821/liver-pate/
"10 slices bacon, cut into 1 inch pieces 5 onions, thinly sliced 1 teaspoon salt 1/8 teaspoon freshly ground black pepper 1/2 cup milk 1/2 cup heavy cream 1 tablespoon all-purpose flour 4 eggs 1 pinch ground nutmeg",Tarte A Loignon French Onion Pie,https://www.allrecipes.com/recipe/151905/tarte-a-loignon-french-onion-pie/
"2 (6 ounce) cans sliced black olives, drained 3 tablespoons capers 1/2 cup minced onion 1 clove garlic, minced 2 tablespoons chopped fresh parsley 1/4 cup grated Parmesan cheese 2 tablespoons olive oil 2 tablespoons balsamic vinegar 1/2 teaspoon salt 1/2 teaspoon ground black pepper",Debs Tapenade,https://www.allrecipes.com/recipe/190120/debs-tapenade/
1/4 cup unsalted butter 1 cup chopped onion 2 (28 ounce) cans crushed tomatoes 1/4 cup anise flavored liqueur (such as Pernod(R)) 1 tablespoon crushed fennel seed 4 teaspoons salt 1/4 teaspoon freshly ground black pepper 2 cups half-and-half,Creamy Tomato Bisque,https://www.allrecipes.com/recipe/213228/creamy-tomato-bisque/
"1 onion, sliced into thin rings 1/4 cup margarine 2 (10.5 ounce) cans beef consomme 2 (10.5 ounce) cans beef broth 1 1/2 cups water 3/4 cup white wine 8 ounces sliced Swiss cheese",French Onion Soup Iv,https://www.allrecipes.com/recipe/15341/french-onion-soup-iv/
"8 cups chicken stock 1 1/2 pounds chestnuts, peeled 1 cup chopped onion 3 sprigs fresh parsley 2 whole cloves 1 bay leaf 1/2 cup heavy cream 3/4 teaspoon white sugar salt to taste",Chestnut Soup,https://www.allrecipes.com/recipe/9091/chestnut-soup/
"4 sole, patted dry 10 bay scallops, raw 3/4 cup crabmeat 3/4 cup cooked shrimp 1/2 cup shredded Monterey Jack cheese 1/2 cup butter 2 egg yolks 1 tablespoon lemon juice 1/2 teaspoon mustard powder 1/8 teaspoon salt 2 tablespoons chopped fresh parsley",Seafood Melange,https://www.allrecipes.com/recipe/17301/seafood-melange/
"1 egg yolk 1 teaspoon Dijon mustard 1 cup extra-virgin olive oil 1/2 clove garlic, minced lemon juice to taste",Aioli Garlic Mayonnaise,https://www.allrecipes.com/recipe/55953/aioli-garlic-mayonnaise/
"2 (4 ounce) cans mushroom stems and pieces, undrained 1 (10.5 ounce) can condensed beef consomme (such as Campbell's (R)) 1/2 cup water 1 cup white rice 1 small white onion, chopped 1 stick butter, cut into 4 pieces 2 teaspoons garlic powder",Grandmas Rice,https://www.allrecipes.com/recipe/179706/grandmas-rice/
"3 fresh eggs 1/4 teaspoon kosher salt 1/2 teaspoon cold water 2 tablespoons unsalted butter, divided",Chef Johns French Omelette,https://www.allrecipes.com/recipe/257918/chef-johns-french-omelette/
"For the Egg Batter: 2 large eggs 1/2 cup heavy cream 1/2 teaspoon salt 1 pinch cayenne pepper 1 pinch freshly grated nutmeg 1 teaspoon freshly grated lemon zest 4 slices white bread 8 thin slices Havarti cheese 4 ounces thinly sliced honey baked ham, halved 2 tablespoons butter 1/2 teaspoon champagne vinegar 2 eggs",Madame Cristo Grilled Ham And Cheese,https://www.allrecipes.com/recipe/264681/madame-cristo-grilled-ham-and-cheese/
"3/4 cup heavy whipping cream 1/4 cup milk 1/4 cup confectioners' sugar 1 egg white, stiffly beaten",French Cream Filling,https://www.allrecipes.com/recipe/11225/french-cream-filling/
1 1/2 cups warm water (110 degrees F/45 degrees C) 1 teaspoon active dry yeast 4 cups all-purpose flour 1/2 tablespoon dried basil 1/2 tablespoon ground savory 1/2 tablespoon dried thyme 1/2 tablespoon dried rosemary 2 tablespoons sea salt 4 tablespoons olive oil,Fougasse,https://www.allrecipes.com/recipe/7157/fougasse/
2 eggs 1/2 cup milk 1/2 cup water 3/4 cup all-purpose flour 6 teaspoons white sugar 1/3 tablespoon butter or margarine 1 fluid ounce cognac 1 (3.9 ounce) package instant chocolate pudding mix 1 teaspoon instant coffee granules 3 cups heavy cream 4 (1 ounce) squares bittersweet chocolate 1/2 cup butter or margarine 1 1/4 cups nonfat evaporated milk,Chocolate Crepes,https://www.allrecipes.com/recipe/16054/chocolate-crepes/
2 pounds dark brown sugar 1 pound butter 7 eggs 1 tablespoon vanilla extract,French Cookies Belgi Galettes,https://www.allrecipes.com/recipe/80149/french-cookies-belgi-galettes/
"4 (6 ounce) skinless, boneless chicken breast halves Marinade: 1/3 cup dry white wine (optional) 1 lemon, juiced 1 small shallot, chopped 2 teaspoons extra-virgin olive oil 1 clove garlic, crushed Salad: 1 lemon, juiced 1 tablespoon red wine vinegar 1 tablespoon extra-virgin olive oil 2 teaspoons lemon zest 1/2 teaspoon freshly ground black pepper, divided 1/2 teaspoon salt, divided 4 cups trimmed arugula",Chicken Paillard,https://www.allrecipes.com/recipe/246243/chicken-paillard/
"4 (4 ounce) salmon fillets 1 lemon, juice only salt and ground black pepper to taste 4 12x18-inch pieces of parchment paper 1 lemon, thinly sliced 1/2 cup green onions, chopped 8 spears fresh asparagus, cut into 1-1/2 inch pieces",Carlys Salmon En Papillote In Paper,https://www.allrecipes.com/recipe/219188/carlys-salmon-en-papillote-in-paper/
"14 medium red potatoes 1/4 cup olive oil 2 cloves garlic, crushed 2 tablespoons Dijon mustard 2 cups shredded red cabbage 1 (11 ounce) can whole kernel corn, drained 1 large red onion, diced 1 red bell pepper, diced 1 green bell pepper, diced 1 yellow bell pepper, diced 1 cucumber, diced 1 (15.5 ounce) can white kidney or cannelini beans, rinsed and drained (optional) 1/2 cup grated Romano cheese",French Cafe Summer Salad,https://www.allrecipes.com/recipe/34579/french-cafe-summer-salad/
4 ounces Camembert cheese 1 egg 1/2 cup fine bread crumbs 3/4 cup sesame seeds 3 cups vegetable oil for frying,Deep Fried Camembert With Raspberry Sauce,https://www.allrecipes.com/recipe/17061/deep-fried-camembert-with-raspberry-sauce/
4 egg yolks 3 tablespoons white sugar 2 cups heavy cream 1/3 cup brown sugar,Creme Brulee I,https://www.allrecipes.com/recipe/19027/creme-brulee-i/
2 (12 ounce) packages ladyfingers 1 pint heavy whipping cream 2 cups semisweet chocolate chips 4 egg whites,Chocolate Mousse Cake Iii,https://www.allrecipes.com/recipe/15705/chocolate-mousse-cake-iii/
2 tablespoons buttermilk,Creme Fraiche,https://www.allrecipes.com/recipe/9455/creme-fraiche/
"9 tablespoons butter, softened 1/2 cup white sugar 2 tablespoons white sugar 3 egg whites 1 1/2 teaspoons vanilla extract 1 1/2 cups all-purpose flour",Langues De Chat,https://www.allrecipes.com/recipe/10899/langues-de-chat/
"1 tablespoon butter, for ramekins white sugar for dusting 2 teaspoons unsweetened cocoa powder 2 tablespoons cornstarch 1/4 cup white sugar, divided 2 tablespoons butter 2 tablespoons bread flour 3/4 cup milk 4 egg yolks 4 egg whites 1/2 teaspoon vanilla extract 1/4 cup chocolate liqueur 2 tablespoons semisweet chocolate chips, melted (optional)",Chocolate Liqueur Souffles,https://www.allrecipes.com/recipe/142148/chocolate-liqueur-souffles/
1 quart heavy cream 1/2 cup white sugar 2 teaspoons vanilla extract 9 egg yolks 1/2 cup chocolate chips,Easy Chocolate Creme Brulee,https://www.allrecipes.com/recipe/132951/easy-chocolate-creme-brulee/
4 extra large egg whites 1 2/3 cups confectioners' sugar 1 1/3 cups almond flour 1/8 teaspoon salt,Macarons,https://www.allrecipes.com/recipe/223232/macarons/
1 tablespoon chopped fresh parsley 1/4 cup freshly squeezed orange juice 1 tablespoon raw honey 1/4 cup olive oil 2 tablespoons white wine vinegar 1/2 teaspoon grated orange peel 1/4 teaspoon salt,Orange Vinaigrette Dressing,https://www.allrecipes.com/recipe/218336/orange-vinaigrette-dressing/
"1 (1 pound) loaf rectangular brioche bread 3 cups fresh strawberries, hulled, divided 2 tablespoons water 2 cups heavy cream, divided 1 teaspoon vanilla extract (optional) 1 tablespoon confectioners' sugar (optional) 6 eggs",Gils Brioche French Toast,https://www.allrecipes.com/recipe/218459/gils-brioche-french-toast/
"1 pound pork tenderloin, trimmed and cut into 1/2-inch thick medallions 1 teaspoon dried tarragon, crumbled 1 teaspoon garlic powder 4 tablespoons butter, divided 1 tablespoon all-purpose flour 3/4 cup white wine 1 teaspoon chicken bouillon granules 1 tablespoon Dijon mustard 1/4 cup heavy cream 1/2 cup toasted slivered almonds",Almond Pork,https://www.allrecipes.com/recipe/216671/almond-pork/
1 1/4 cups milk 2/3 cup white sugar 1/2 cup whole wheat flour 3 eggs 1/2 teaspoon vanilla extract 1/2 teaspoon fresh thyme leaves 1/4 teaspoon ground black pepper 1 pinch salt 1 pint fresh blackberries,Chef Johns Peach Blackberry Flognarde,https://www.allrecipes.com/recipe/237500/chef-johns-peach-blackberry-flognarde/
"2 tablespoons olive oil 1 large onion, coarsely chopped 3 cloves garlic, minced 1 tablespoon herbes de Provence 1 1/2 teaspoons ground turmeric 2 large bay leaves 1 pinch cayenne pepper (optional) 1 pound dried split peas, rinsed 3/4 pound carrots, cut into bite-size chunks 2 pounds new potatoes, cut into bite-size chunks 1 (32 fluid ounce) container vegetable stock 3 cups water",Wintertime French Style Split Pea Soup,https://www.allrecipes.com/recipe/230770/wintertime-french-style-split-pea-soup/
"1 cup mayonnaise 3 cloves garlic, minced and mashed (or more to taste) 1 tablespoon lemon juice",Quick Garlic Aioli,https://www.allrecipes.com/recipe/233390/quick-garlic-aioli/
"3 large potatoes, peeled and sliced 7 slices bacon, chopped 1 tablespoon butter 1 large onion, sliced 1/4 cup white wine 2 tablespoons creme fraiche 1 (8 ounce) round Reblochon cheese",French Tartiflette,https://www.allrecipes.com/recipe/176334/french-tartiflette/
1 tablespoon unsalted butter 2 tablespoons olive oil 1 cup chopped Portobello mushrooms 2 teaspoons dried oregano 1 teaspoon garlic powder,Sauteed Mushrooms Quick And Simple,https://www.allrecipes.com/recipe/222793/sauteed-mushrooms-quick-and-simple/
1/2 cup butter 1/2 cup chopped green onions 1/4 cup chopped fresh parsley 2 tablespoons all-purpose flour 2 cups cream 4 ounces shredded Swiss cheese 4 ounces fresh grated Parmesan cheese,Green Onion Parmesan Mornay Sauce,https://www.allrecipes.com/recipe/138956/green-onion-parmesan-mornay-sauce/
"4 large onions, thinly sliced 2 Granny Smith apples - peeled, cored and chopped 1/2 cup butter, divided 2 tablespoons olive oil 4 cups chicken broth 1 1/2 cups apple cider 2 tablespoons brandy (optional) 1 tablespoon ground cinnamon 1 tablespoon white sugar 1/2 cup shredded Gouda cheese",Fall French Onion Soup,https://www.allrecipes.com/recipe/93611/fall-french-onion-soup/
"3/4 pound beef tenderloin, cut into 1/2 inch strips 1 tablespoon olive oil 1 1/2 cups fresh mushrooms, sliced 1 medium onion, chopped 2 cloves garlic, minced 2 teaspoons all-purpose flour 1/2 teaspoon salt 1/4 teaspoon black pepper 1 (14.5 ounce) can beef broth 1/4 cup port wine 2 cups sugar snap peas",Beef And Vegetable Ragout,https://www.allrecipes.com/recipe/74571/beef-and-vegetable-ragout/
6 ounces cream cheese 4 tablespoons mayonnaise 3/4 cup sour cream 2 teaspoons minced garlic salt and pepper to taste 1 tablespoon lemon juice 3 tablespoons milk,Roquefortbleu Cheese Dressing,https://www.allrecipes.com/recipe/86024/roquefortbleu-cheese-dressing/
"1 onion, chopped 1/2 clove crushed garlic 2 tablespoons rendered bacon fat 1 1/2 pounds ground pork 3/4 cup chicken broth 1 teaspoon salt 1/4 teaspoon ground black pepper 2 tablespoons chopped fresh parsley 1 pinch ground mace 1 pinch ground sage 1 pinch ground savory 2 (9 inch) unbaked pie shells",French Tourtiere,https://www.allrecipes.com/recipe/9173/french-tourtiere/
"4 tablespoons butter 1 onion, sliced 1/2 teaspoon dried thyme 5 (10.5 ounce) cans beef consomme 6 bay leaves 1/2 cup white wine (optional) 1 French baguette, cut into 1/2 inch slices",Southern Style French Onion Soup,https://www.allrecipes.com/recipe/18076/southern-style-french-onion-soup/
4 cups heavy cream 2 teaspoons vanilla extract 16 egg yolks 1/4 cup brown sugar 3/4 cup white sugar 1 teaspoon ground cinnamon 1/4 teaspoon salt 1/4 teaspoon ground ginger 1/8 teaspoon ground cloves 1 cup canned pumpkin puree,Pumpkin Brulee,https://www.allrecipes.com/recipe/94811/pumpkin-brulee/
Crepe Batter: 1/2 cup whole or 2% milk 1 1/2 tablespoons melted butter 1 egg yolk 1 teaspoon vanilla 2 teaspoons hazelnut liqueur 1 tablespoon cocoa 2 tablespoons confectioners' sugar 1/3 cup white flour Chocolate Sauce: 1/2 tablespoon butter 1 tablespoon whole or 2% milk 2 teaspoons hazelnut liqueur 1 tablespoon cocoa 2 tablespoons confectioners' sugar,Chocolate Banana Crepes,https://www.allrecipes.com/recipe/85419/chocolate-banana-crepes/
2 large egg yolks 1 cup heavy cream 1/3 cup white sugar 1 tablespoon brandy-based orange liqueur (such as Grand Marnier(R)),Creme Anglaise Sauce,https://www.allrecipes.com/recipe/231354/creme-anglaise-sauce/
"Pâte à Choux (Cream Puff Dough): 1/2 cup water 1/4 cup unsalted butter 1 teaspoon white sugar 1 pinch salt 1/2 cup all-purpose flour 2 eggs Ganache: 4 ounces dark chocolate, chopped 4 ounces heavy whipping cream Cream: 1 cup cold heavy whipping cream 1 tablespoon white sugar 1 teaspoon vanilla extract",Chocolate Cream Puff Swans,https://www.allrecipes.com/recipe/237598/chocolate-cream-puff-swans/
"1 (10 inch) unbaked flaky pie crust 3 sprigs fresh oregano, leaves removed 3 sprigs fresh thyme, leaves removed 1 1/2 tablespoons grainy Dijon mustard 1 1/2 teaspoons honey 1 teaspoon pressed garlic 6 tablespoons olive oil 3 tomatoes, cut into 1/4-inch slices 1 tablespoon grated Parmesan cheese, or to taste 1 sprig fresh oregano, leaves removed",Tangy Tomato Tart,https://www.allrecipes.com/recipe/223503/tangy-tomato-tart/
"1/4 cup warm water 2 1/4 cups bread flour 2 tablespoons instant nonfat dry milk 1 tablespoon white sugar 1/2 teaspoon salt 2 tablespoons butter, softened 1 1/2 teaspoons instant yeast 1/2 cup butter, softened 1 egg yolk 1 tablespoon milk 8 (7 ounce) bars chocolate candy bar, broken into pieces",Pain Au Chocolat Chocolate Filled Croissant,https://www.allrecipes.com/recipe/142764/pain-au-chocolat-chocolate-filled-croissant/
"1 large clove garlic 1 cup white wine 1 teaspoon lemon juice 8 ounces Gruyere cheese, shredded 4 ounces Emmentaler cheese, shredded 4 ounces Jarlsberg cheese, shredded 2 ounces smoked Gouda cheese, shredded 1 tablespoon cornstarch 1/2 teaspoon ground nutmeg 2 tablespoons balsamic vinegar",Cheese Fondue With A Twist,https://www.allrecipes.com/recipe/171519/cheese-fondue-with-a-twist/
"3 quarts vegetable broth 2 cups water 2 cups fresh green beans - rinsed, trimmed, and snapped into bite-size pieces 4 zucchini, cut into small cubes 3 carrots, cut into bite size pieces 4 potatoes, cut into bite sized pieces 1 bunch basil, leaves picked from stems 10 cloves garlic, minced 3 tomatoes, chopped 1/2 cup olive oil 1 teaspoon salt 1 (15 ounce) can kidney beans, drained and rinsed 1 (15.5 ounce) can white beans, drained and rinsed 1 (14.5 ounce) can diced tomatoes 1 (8 ounce) package spaghetti, broken into 2-inch pieces 1/2 cup shredded Gruyere cheese",Pistou Soup,https://www.allrecipes.com/recipe/157918/pistou-soup/
"1 (12 ounce) package fettuccini pasta 1 tablespoon olive oil 1 onion, chopped 2 cloves garlic, minced 1 (16 ounce) can diced tomatoes 1 teaspoon tomato paste 5 fresh mushrooms, chopped 1 teaspoon dried basil 1/2 teaspoon dried oregano 1 teaspoon dried tarragon 36 raw green-lipped mussels 1/2 cup olives (optional)",Mussels Provencal,https://www.allrecipes.com/recipe/50708/mussels-provencal/
